level,entryId,term,reading,meaningEn,meaningViDraft
N1,n1_tanos_3066,以て,もって,"with, by, by means of, because, in view of",[VI cần duyệt] with; [VI cần duyệt] by; [VI cần duyệt] by means of; [VI cần duyệt] because; [VI cần duyệt] in view of
N1,n1_tanos_3067,専ら,もっぱら,"wholly, solely, entirely",[VI cần duyệt] wholly; [VI cần duyệt] solely; [VI cần duyệt] entirely
N1,n1_tanos_3068,持て成す,もてなす,"to entertain, to make welcome",[VI cần duyệt] to entertain; [VI cần duyệt] to make welcome
N1,n1_tanos_3069,持てる,もてる,"to be well liked, to be popular",[VI cần duyệt] to be well liked; [VI cần duyệt] to be popular
N1,n1_tanos_3070,基,もとい,basis,[VI cần duyệt] basis
N1,n1_tanos_3071,物置き,ものおき,storeroom,[VI cần duyệt] storeroom
N1,n1_tanos_3072,物好き,ものずき,curiosity,[VI cần duyệt] curiosity
N1,n1_tanos_3073,物足りない,ものたりない,"unsatisfied, unsatisfactory",[VI cần duyệt] unsatisfied; [VI cần duyệt] unsatisfactory
N1,n1_tanos_3074,最早,もはや,"already, now",[VI cần duyệt] already; [VI cần duyệt] now
N1,n1_tanos_3075,模範,もはん,"exemplar, exemplification, exemplum, model, example",[VI cần duyệt] exemplar; [VI cần duyệt] exemplification; [VI cần duyệt] exemplum; mẫu; ví dụ
N1,n1_tanos_3076,模倣,もほう,"imitation, copying",[VI cần duyệt] imitation; [VI cần duyệt] copying
N1,n1_tanos_3077,揉める,もめる,"to disagree, to dispute",[VI cần duyệt] to disagree; [VI cần duyệt] to dispute
N1,n1_tanos_3078,腿,もも,"thigh, femur",[VI cần duyệt] thigh; [VI cần duyệt] femur
N1,n1_tanos_3079,催す,もよおす,"to hold , to give , to feel, to show signs of, to develop symptoms of, to feel (sick",[VI cần duyệt] to hold; cho; cảm thấy; [VI cần duyệt] to show signs of; [VI cần duyệt] to develop symptoms of; [VI cần duyệt] to feel (sick
N1,n1_tanos_3080,漏らす,もらす,"to let leak, to reveal",[VI cần duyệt] to let leak; [VI cần duyệt] to reveal
N1,n1_tanos_3081,盛り上がる,もりあがる,"to rouse, to swell, to rise",[VI cần duyệt] to rouse; [VI cần duyệt] to swell; [VI cần duyệt] to rise
N1,n1_tanos_3082,漏る,もる,"to leak, to run out",[VI cần duyệt] to leak; [VI cần duyệt] to run out
N1,n1_tanos_3083,漏れる,もれる,"to leak out, to escape, to come through, to shine through, to filter out, to be omitted",[VI cần duyệt] to leak out; [VI cần duyệt] to escape; [VI cần duyệt] to come through; [VI cần duyệt] to shine through; [VI cần duyệt] to filter out; [VI cần duyệt] to be omitted
N1,n1_tanos_3084,脆い,もろい,"brittle, fragile, tender-hearted",[VI cần duyệt] brittle; [VI cần duyệt] fragile; [VI cần duyệt] tender-hearted
N1,n1_tanos_3085,もろに,もろに,"completely, all the way",[VI cần duyệt] completely; [VI cần duyệt] all the way
N1,n1_tanos_3087,矢,や,arrow,[VI cần duyệt] arrow
N1,n1_tanos_3088,哉,や,question mark,[VI cần duyệt] question mark
N1,n1_tanos_3089,喧しい,やかましい,"noisy, strict, fussy",ồn ào; [VI cần duyệt] strict; [VI cần duyệt] fussy
N1,n1_tanos_3090,野外,やがい,"fields, outskirts, open air, suburbs",[VI cần duyệt] fields; [VI cần duyệt] outskirts; [VI cần duyệt] open air; [VI cần duyệt] suburbs
N1,n1_tanos_3091,軈て,やがて,"before long, soon, at length",[VI cần duyệt] before long; [VI cần duyệt] soon; [VI cần duyệt] at length
N1,n1_tanos_3092,夜行,やぎょう,"walking around at night, night train, night travel",[VI cần duyệt] walking around at night; [VI cần duyệt] night train; [VI cần duyệt] night travel
N1,n1_tanos_3093,役職,やくしょく,"post, managerial position, official position",[VI cần duyệt] post; [VI cần duyệt] managerial position; [VI cần duyệt] official position
N1,n1_tanos_3094,役立つ,やくだつ,"to be useful, to be helpful, to serve the purpose",[VI cần duyệt] to be useful; [VI cần duyệt] to be helpful; [VI cần duyệt] to serve the purpose
N1,n1_tanos_3095,役場,やくば,town hall,[VI cần duyệt] town hall
N1,n1_tanos_3096,夜具,やぐ,bedding,[VI cần duyệt] bedding
N1,n1_tanos_3097,優,やさ,"gentle, affectionate",[VI cần duyệt] gentle; [VI cần duyệt] affectionate
N1,n1_tanos_3098,屋敷,やしき,mansion,[VI cần duyệt] mansion
N1,n1_tanos_3099,養う,やしなう,"to rear, to maintain, to cultivate",[VI cần duyệt] to rear; [VI cần duyệt] to maintain; [VI cần duyệt] to cultivate
N1,n1_tanos_3100,社,やしろ,Shinto shrine,[VI cần duyệt] Shinto shrine
N1,n1_tanos_3101,野心,やしん,"ambition, aspiration, designs, treachery",[VI cần duyệt] ambition; [VI cần duyệt] aspiration; [VI cần duyệt] designs; [VI cần duyệt] treachery
N1,n1_tanos_3103,安っぽい,やすっぽい,"cheap-looking, tawdry, insignificant",[VI cần duyệt] cheap-looking; [VI cần duyệt] tawdry; [VI cần duyệt] insignificant
N1,n1_tanos_3104,休める,やすめる,"to rest, to suspend, to give relief",nghỉ ngơi; [VI cần duyệt] to suspend; [VI cần duyệt] to give relief
N1,n1_tanos_3105,野生,やせい,wild,[VI cần duyệt] wild
N1,n1_tanos_3106,矢鱈に,やたらに,"randomly, recklessly, blindly",[VI cần duyệt] randomly; [VI cần duyệt] recklessly; [VI cần duyệt] blindly
N1,n1_tanos_3107,夜中,やちゅう,"all night, the whole night",[VI cần duyệt] all night; [VI cần duyệt] the whole night
N1,n1_tanos_3108,奴,やっこ,"servant, fellow",[VI cần duyệt] servant; [VI cần duyệt] fellow
N1,n1_tanos_3109,やっ付ける,やっつける,to beat,[VI cần duyệt] to beat
N1,n1_tanos_3110,矢っ張り,やっぱり,"also, as I thought, still, in spite of, absolutely",[VI cần duyệt] also; [VI cần duyệt] as I thought; [VI cần duyệt] still; [VI cần duyệt] in spite of; [VI cần duyệt] absolutely
N1,n1_tanos_3111,野党,やとう,opposition party,[VI cần duyệt] opposition party
N1,n1_tanos_3113,闇,やみ,"darkness, the dark, black-marketeering, dark, shady, illegal",[VI cần duyệt] darkness; [VI cần duyệt] the dark; [VI cần duyệt] black-marketeering; [VI cần duyệt] dark; [VI cần duyệt] shady; [VI cần duyệt] illegal
N1,n1_tanos_3114,病む,やむ,"to fall ill, to be ill",[VI cần duyệt] to fall ill; [VI cần duyệt] to be ill
N1,n1_tanos_3115,止むを得ない,やむをえない,"cannot be helped, unavoidable",[VI cần duyệt] cannot be helped; [VI cần duyệt] unavoidable
N1,n1_tanos_3116,稍,やや,"a little, partially, somewhat, a short time, a while",[VI cần duyệt] a little; [VI cần duyệt] partially; [VI cần duyệt] somewhat; [VI cần duyệt] a short time; [VI cần duyệt] a while
N1,n1_tanos_3117,ややこしい,ややこしい,"puzzling, tangled, complicated, complex",[VI cần duyệt] puzzling; [VI cần duyệt] tangled; [VI cần duyệt] complicated; phức tạp
N1,n1_tanos_3118,遣り通す,やりとおす,"to carry through, to achieve, to complete",[VI cần duyệt] to carry through; [VI cần duyệt] to achieve; [VI cần duyệt] to complete
N1,n1_tanos_3119,やり遂げる,やりとげる,to accomplish,[VI cần duyệt] to accomplish
N1,n1_tanos_3120,遣る,やる,"to do, to have sexual intercourse, to kill, to give , to dispatch (a letter",làm; [VI cần duyệt] to have sexual intercourse; [VI cần duyệt] to kill; cho; [VI cần duyệt] to dispatch (a letter
N1,n1_tanos_3121,和らげる,やわらげる,"to soften, to moderate, to relieve",[VI cần duyệt] to soften; [VI cần duyệt] to moderate; [VI cần duyệt] to relieve
N1,n1_tanos_3122,優位,ゆうい,"predominance, ascendancy, superiority",[VI cần duyệt] predominance; [VI cần duyệt] ascendancy; [VI cần duyệt] superiority
N1,n1_tanos_3123,憂鬱,ゆううつ,"depression, melancholy, dejection, gloom",[VI cần duyệt] depression; [VI cần duyệt] melancholy; [VI cần duyệt] dejection; [VI cần duyệt] gloom
N1,n1_tanos_3124,有益,ゆうえき,"beneficial, profitable",[VI cần duyệt] beneficial; [VI cần duyệt] profitable
N1,n1_tanos_3125,優越,ゆうえつ,"supremacy, predominance, being superior to",[VI cần duyệt] supremacy; [VI cần duyệt] predominance; [VI cần duyệt] being superior to
N1,n1_tanos_3126,勇敢,ゆうかん,"bravery, heroism, gallantry",[VI cần duyệt] bravery; [VI cần duyệt] heroism; [VI cần duyệt] gallantry
N1,n1_tanos_3127,有機,ゆうき,organic,[VI cần duyệt] organic
N1,n1_tanos_3128,夕暮れ,ゆうぐれ,"evening, twilight",buổi tối; [VI cần duyệt] twilight
N1,n1_tanos_3129,融資,ゆうし,"financing, loan",[VI cần duyệt] financing; [VI cần duyệt] loan
N1,n1_tanos_3130,有する,ゆうする,"to own, to be endowed with",[VI cần duyệt] to own; [VI cần duyệt] to be endowed with
N1,n1_tanos_3131,融通,ゆうずう,"lending , accommodation, adaptability, versatility, finance",[VI cần duyệt] lending; [VI cần duyệt] accommodation; [VI cần duyệt] adaptability; [VI cần duyệt] versatility; [VI cần duyệt] finance
N1,n1_tanos_3132,優勢,ゆうせい,"superiority, superior power, predominance, preponderance",[VI cần duyệt] superiority; [VI cần duyệt] superior power; [VI cần duyệt] predominance; [VI cần duyệt] preponderance
N1,n1_tanos_3133,優先,ゆうせん,"preference, priority",[VI cần duyệt] preference; [VI cần duyệt] priority
N1,n1_tanos_3134,誘導,ゆうどう,"guidance, leading, induction, introduction, incitement, inducement",[VI cần duyệt] guidance; [VI cần duyệt] leading; [VI cần duyệt] induction; [VI cần duyệt] introduction; [VI cần duyệt] incitement; [VI cần duyệt] inducement
N1,n1_tanos_3135,優美,ゆうび,"grace, refinement, elegance",[VI cần duyệt] grace; [VI cần duyệt] refinement; [VI cần duyệt] elegance
N1,n1_tanos_3136,有望,ゆうぼう,"good prospects, full of hope, promising",[VI cần duyệt] good prospects; [VI cần duyệt] full of hope; [VI cần duyệt] promising
N1,n1_tanos_3137,遊牧,ゆうぼく,nomadism,[VI cần duyệt] nomadism
N1,n1_tanos_3138,夕焼け,ゆうやけ,sunset,[VI cần duyệt] sunset
N1,n1_tanos_3139,有力,ゆうりょく,"1. influence, prominence, 2. potent",[VI cần duyệt] 1. influence; [VI cần duyệt] prominence; [VI cần duyệt] 2. potent
N1,n1_tanos_3140,幽霊,ゆうれい,"ghost, specter, apparition, phantom",[VI cần duyệt] ghost; [VI cần duyệt] specter; [VI cần duyệt] apparition; [VI cần duyệt] phantom
N1,n1_tanos_3141,誘惑,ゆうわく,"temptation, allurement, lure",[VI cần duyệt] temptation; [VI cần duyệt] allurement; [VI cần duyệt] lure
N1,n1_tanos_3142,揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing",[VI cần duyệt] to shake; [VI cần duyệt] to jolt; [VI cần duyệt] to rock; [VI cần duyệt] to swing
N1,n1_tanos_3143,茹でる,ゆでる,to boil,[VI cần duyệt] to boil
N1,n1_tanos_3144,ゆとり,ゆとり,"reserve, affluence, room, time",[VI cần duyệt] reserve; [VI cần duyệt] affluence; phòng; thời gian
N1,n1_tanos_3145,指差す,ゆびさす,to point at,[VI cần duyệt] to point at
N1,n1_tanos_3146,弓,ゆみ,bow,[VI cần duyệt] bow
N1,n1_tanos_3147,揺らぐ,ゆらぐ,"to swing, to sway, to shake, to tremble",[VI cần duyệt] to swing; [VI cần duyệt] to sway; [VI cần duyệt] to shake; [VI cần duyệt] to tremble
N1,n1_tanos_3148,緩む,ゆるむ,"to become loose, to slacken",[VI cần duyệt] to become loose; [VI cần duyệt] to slacken
N1,n1_tanos_3149,緩める,ゆるめる,"to loosen, to slow down",[VI cần duyệt] to loosen; [VI cần duyệt] to slow down
N1,n1_tanos_3150,緩やか,ゆるやか,lenient,[VI cần duyệt] lenient
N1,n1_tanos_3151,世,よ,"world, society, age, generation",thế giới; xã hội; [VI cần duyệt] age; [VI cần duyệt] generation
N1,n1_tanos_3152,好い,よい,good,[VI cần duyệt] good
N1,n1_tanos_3153,要因,よういん,"primary factor, main cause",[VI cần duyệt] primary factor; [VI cần duyệt] main cause
N1,n1_tanos_3154,溶液,ようえき,solution,[VI cần duyệt] solution
N1,n1_tanos_3156,養護,ようご,"protection, nursing, protective care",[VI cần duyệt] protection; [VI cần duyệt] nursing; [VI cần duyệt] protective care
N1,n1_tanos_3157,用紙,ようし,blank form,[VI cần duyệt] blank form
N1,n1_tanos_3158,様式,ようしき,"style, form, pattern",[VI cần duyệt] style; hình thức; [VI cần duyệt] pattern
N1,n1_tanos_3159,要する,ようする,"to demand, to require, to take",[VI cần duyệt] to demand; [VI cần duyệt] to require; lấy; mang
N1,n1_tanos_3160,要請,ようせい,"claim, demand, request, application",[VI cần duyệt] claim; [VI cần duyệt] demand; yêu cầu; đơn đăng ký
N1,n1_tanos_3162,様相,ようそう,aspect,[VI cần duyệt] aspect
N1,n1_tanos_3163,用品,ようひん,"articles, supplies, parts",[VI cần duyệt] articles; [VI cần duyệt] supplies; [VI cần duyệt] parts
N1,n1_tanos_3164,洋風,ようふう,western style,[VI cần duyệt] western style
N1,n1_tanos_3165,用法,ようほう,"directions, rules of use",[VI cần duyệt] directions; [VI cần duyệt] rules of use
N1,n1_tanos_3166,要望,ようぼう,"demand for, request",[VI cần duyệt] demand for; yêu cầu
N1,n1_tanos_3167,余暇,よか,"leisure, leisure time, spare time",[VI cần duyệt] leisure; [VI cần duyệt] leisure time; [VI cần duyệt] spare time
N1,n1_tanos_3168,予感,よかん,"presentiment, premonition",[VI cần duyệt] presentiment; [VI cần duyệt] premonition
N1,n1_tanos_3169,余興,よきょう,"side show, entertainment",[VI cần duyệt] side show; [VI cần duyệt] entertainment
N1,n1_tanos_3170,預金,よきん,"deposit, bank account",[VI cần duyệt] deposit; [VI cần duyệt] bank account
N1,n1_tanos_3171,抑圧,よくあつ,"check, restraint, oppression, suppression",[VI cần duyệt] check; [VI cần duyệt] restraint; [VI cần duyệt] oppression; [VI cần duyệt] suppression
N1,n1_tanos_3172,浴室,よくしつ,"bathroom, bath",[VI cần duyệt] bathroom; [VI cần duyệt] bath
N1,n1_tanos_3173,抑制,よくせい,suppression,[VI cần duyệt] suppression
N1,n1_tanos_3174,欲深い,よくふかい,greedy,[VI cần duyệt] greedy
N1,n1_tanos_3175,欲望,よくぼう,"desire, appetite",[VI cần duyệt] desire; [VI cần duyệt] appetite
N1,n1_tanos_3176,寄こす,よこす,"to send, to forward",gửi; [VI cần duyệt] to forward
N1,n1_tanos_3177,横綱,よこづな,sumo grand champion,[VI cần duyệt] sumo grand champion
N1,n1_tanos_3178,葦,よし,"reed, bulrush",[VI cần duyệt] reed; [VI cần duyệt] bulrush
N1,n1_tanos_3179,善し悪し,よしあし,"good or bad, merits or demerits, quality, suitability",[VI cần duyệt] good; [VI cần duyệt] bad; [VI cần duyệt] merits; [VI cần duyệt] demerits; [VI cần duyệt] quality; [VI cần duyệt] suitability
N1,n1_tanos_3180,予想,よそう,"expectation, anticipation, prediction, forecast",[VI cần duyệt] expectation; [VI cần duyệt] anticipation; [VI cần duyệt] prediction; [VI cần duyệt] forecast
N1,n1_tanos_3181,余所見,よそみ,"looking away, looking aside",[VI cần duyệt] looking away; [VI cần duyệt] looking aside
N1,n1_tanos_3182,余地,よち,"place, room, margin, scope",nơi chốn; phòng; [VI cần duyệt] margin; [VI cần duyệt] scope
N1,n1_tanos_3183,依って,よって,"therefore, consequently, accordingly, because of",[VI cần duyệt] therefore; [VI cần duyệt] consequently; [VI cần duyệt] accordingly; [VI cần duyệt] because of
N1,n1_tanos_3184,余程,よっぽど,"very, greatly, much, to a large extent, quite",[VI cần duyệt] very; [VI cần duyệt] greatly; [VI cần duyệt] much; [VI cần duyệt] to a large extent; [VI cần duyệt] quite
N1,n1_tanos_3185,与党,よとう,"government party, party in power, government",[VI cần duyệt] government party; [VI cần duyệt] party in power; chính phủ
N1,n1_tanos_3186,呼び止める,よびとめる,"to challenge, to call somebody to halt",[VI cần duyệt] to challenge; [VI cần duyệt] to call somebody to halt
N1,n1_tanos_3187,夜更かし,よふかし,"staying up late, keeping late hours, sitting up late at night, nighthawk",[VI cần duyệt] staying up late; [VI cần duyệt] keeping late hours; [VI cần duyệt] sitting up late at night; [VI cần duyệt] nighthawk
N1,n1_tanos_3188,夜更け,よふけ,late at night,[VI cần duyệt] late at night
N1,n1_tanos_3189,読み上げる,よみあげる,"to read out loud , to call a roll",[VI cần duyệt] to read out loud; [VI cần duyệt] to call a roll
N1,n1_tanos_3190,寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on",[VI cần duyệt] to lean against; [VI cần duyệt] to recline on; [VI cần duyệt] to lean on; [VI cần duyệt] to rely on
N1,n1_tanos_3191,宜しく,よろしく,"well, properly, suitably, best regards, please remember me",[VI cần duyệt] well; [VI cần duyệt] properly; [VI cần duyệt] suitably; [VI cần duyệt] best regards; [VI cần duyệt] please remember me
N1,n1_tanos_3192,弱まる,よわまる,"to abate, to weaken, to be emaciated, to be dejected, to be perplexed",[VI cần duyệt] to abate; [VI cần duyệt] to weaken; [VI cần duyệt] to be emaciated; [VI cần duyệt] to be dejected; [VI cần duyệt] to be perplexed
N1,n1_tanos_3193,弱める,よわめる,to weaken,[VI cần duyệt] to weaken
N1,n1_tanos_3194,弱る,よわる,"to weaken, to be troubled, to be downcast, to be emaciated, to be dejected, to be perplexed, to impair",[VI cần duyệt] to weaken; [VI cần duyệt] to be troubled; [VI cần duyệt] to be downcast; [VI cần duyệt] to be emaciated; [VI cần duyệt] to be dejected; [VI cần duyệt] to be perplexed; [VI cần duyệt] to impair
N1,n1_tanos_3195,来場,らいじょう,attendance,[VI cần duyệt] attendance
N1,n1_tanos_3196,酪農,らくのう,dairy,[VI cần duyệt] dairy
N1,n1_tanos_3197,落下,らっか,"fall, drop, come down",[VI cần duyệt] fall; [VI cần duyệt] drop; [VI cần duyệt] come down
N1,n1_tanos_3198,楽観,らっかん,optimism,[VI cần duyệt] optimism
N1,n1_tanos_3199,濫用,らんよう,"abuse, misuse, misappropriation, using to excess",[VI cần duyệt] abuse; [VI cần duyệt] misuse; [VI cần duyệt] misappropriation; [VI cần duyệt] using to excess
N1,n1_tanos_3200,理屈,りくつ,"theory, reason",[VI cần duyệt] theory; lý do
N1,n1_tanos_3201,利根,りこん,intelligence,[VI cần duyệt] intelligence
N1,n1_tanos_3202,利子,りし,interest,[VI cần duyệt] interest
N1,n1_tanos_3203,利潤,りじゅん,"profit, returns",lợi nhuận; [VI cần duyệt] returns
N1,n1_tanos_3204,理性,りせい,"reason, sense",lý do; [VI cần duyệt] sense
N1,n1_tanos_3205,利息,りそく,interest,[VI cần duyệt] interest
N1,n1_tanos_3206,立体,りったい,solid body,[VI cần duyệt] solid body
N1,n1_tanos_3207,立法,りっぽう,"legislation, lawmaking",[VI cần duyệt] legislation; [VI cần duyệt] lawmaking
N1,n1_tanos_3208,利点,りてん,"advantage, point in favor",[VI cần duyệt] advantage; [VI cần duyệt] point in favor
N1,n1_tanos_3209,略語,りゃくご,"abbreviation, acronym",[VI cần duyệt] abbreviation; [VI cần duyệt] acronym
N1,n1_tanos_3210,略奪,りゃくだつ,"pillage, plunder, looting, robbery",[VI cần duyệt] pillage; [VI cần duyệt] plunder; [VI cần duyệt] looting; [VI cần duyệt] robbery
N1,n1_tanos_3211,流,りゅう,"styleof, method of, manner of",[VI cần duyệt] styleof; [VI cần duyệt] method of; [VI cần duyệt] manner of
N1,n1_tanos_3212,流通,りゅうつう,"circulation of money or goods, flow of water or air, distribution",[VI cần duyệt] circulation of money; hàng hóa; [VI cần duyệt] flow of water; không khí; [VI cần duyệt] distribution
N1,n1_tanos_3213,了,りょう,"finish, completion, understanding",[VI cần duyệt] finish; [VI cần duyệt] completion; [VI cần duyệt] understanding
N1,n1_tanos_3214,料,りょう,"material, charge, rate, fee",vật liệu; [VI cần duyệt] charge; [VI cần duyệt] rate; [VI cần duyệt] fee
N1,n1_tanos_3215,領域,りょういき,"area, domain, territory, field, region, regime",khu vực; [VI cần duyệt] domain; [VI cần duyệt] territory; [VI cần duyệt] field; [VI cần duyệt] regime
N1,n1_tanos_3216,了解,りょうかい,"comprehension, consent, understanding, roger",[VI cần duyệt] comprehension; [VI cần duyệt] consent; [VI cần duyệt] understanding; [VI cần duyệt] roger
N1,n1_tanos_3217,領海,りょうかい,territorial waters,[VI cần duyệt] territorial waters
N1,n1_tanos_3218,両極,りょうきょく,"both extremities, north and south poles, positive and negative poles",[VI cần duyệt] both extremities; [VI cần duyệt] north; [VI cần duyệt] south poles; [VI cần duyệt] positive; [VI cần duyệt] negative poles
N1,n1_tanos_3219,良好,りょうこう,"favorable, satisfactory",[VI cần duyệt] favorable; [VI cần duyệt] satisfactory
N1,n1_tanos_3220,良識,りょうしき,good sense,[VI cần duyệt] good sense
N1,n1_tanos_3221,良質,りょうしつ,"good quality, superior quality",[VI cần duyệt] good quality; [VI cần duyệt] superior quality
N1,n1_tanos_3222,了承,りょうしょう,"acknowledgement, understanding",[VI cần duyệt] acknowledgement; [VI cần duyệt] understanding
N1,n1_tanos_3223,良心,りょうしん,conscience,[VI cần duyệt] conscience
N1,n1_tanos_3224,領地,りょうち,"territory, dominion",[VI cần duyệt] territory; [VI cần duyệt] dominion
N1,n1_tanos_3225,領土,りょうど,"dominion, territory, possession",[VI cần duyệt] dominion; [VI cần duyệt] territory; [VI cần duyệt] possession
N1,n1_tanos_3226,両立,りょうりつ,"compatibility, coexistence, standing together",[VI cần duyệt] compatibility; [VI cần duyệt] coexistence; [VI cần duyệt] standing together
N1,n1_tanos_3227,旅客,りょかく,passenger,[VI cần duyệt] passenger
N1,n1_tanos_3228,旅券,りょけん,passport,[VI cần duyệt] passport
N1,n1_tanos_3229,履歴,りれき,"personal history, background, career, log",[VI cần duyệt] personal history; [VI cần duyệt] background; [VI cần duyệt] career; [VI cần duyệt] log
N1,n1_tanos_3230,理論,りろん,theory,[VI cần duyệt] theory
N1,n1_tanos_3231,輪,りん,counter for wheels and flowers,[VI cần duyệt] counter for wheels; [VI cần duyệt] flowers
N1,n1_tanos_3232,林業,りんぎょう,forestry,[VI cần duyệt] forestry
N1,n1_tanos_3233,類似,るいじ,analogous,[VI cần duyệt] analogous
N1,n1_tanos_3234,類推,るいすい,analogy,[VI cần duyệt] analogy
N1,n1_tanos_3235,冷酷,れいこく,"cruelty, coldheartedness, relentless, ruthless",[VI cần duyệt] cruelty; [VI cần duyệt] coldheartedness; [VI cần duyệt] relentless; [VI cần duyệt] ruthless
N1,n1_tanos_3236,冷蔵,れいぞう,"cold storage, refrigeration",[VI cần duyệt] cold storage; [VI cần duyệt] refrigeration
N1,n1_tanos_3237,冷淡,れいたん,"coolness, indifference",[VI cần duyệt] coolness; [VI cần duyệt] indifference
N1,n1_tanos_3238,恋愛,れんあい,"love, love-making, passion, emotion, affections",tình yêu; [VI cần duyệt] love-making; [VI cần duyệt] passion; cảm xúc; [VI cần duyệt] affections
N1,n1_tanos_3239,連休,れんきゅう,consecutive holidays,[VI cần duyệt] consecutive holidays
N1,n1_tanos_3240,連日,れんじつ,"every day, prolonged",[VI cần duyệt] every day; [VI cần duyệt] prolonged
N1,n1_tanos_3241,連中,れんじゅう,"colleagues, company, a lot",[VI cần duyệt] colleagues; công ty; [VI cần duyệt] a lot
N1,n1_tanos_3242,連帯,れんたい,solidarity,[VI cần duyệt] solidarity
N1,n1_tanos_3243,連邦,れんぽう,"commonwealth, federation of states",[VI cần duyệt] commonwealth; [VI cần duyệt] federation of states
N1,n1_tanos_3244,連盟,れんめい,"league, union, alliance",[VI cần duyệt] league; [VI cần duyệt] union; [VI cần duyệt] alliance
N1,n1_tanos_3245,老衰,ろうすい,"senility, senile decay",[VI cần duyệt] senility; [VI cần duyệt] senile decay
N1,n1_tanos_3246,朗読,ろうどく,"reading aloud, recitation",[VI cần duyệt] reading aloud; [VI cần duyệt] recitation
N1,n1_tanos_3247,浪費,ろうひ,"waste, extravagance",[VI cần duyệt] waste; [VI cần duyệt] extravagance
N1,n1_tanos_3248,労力,ろうりょく,"labour, effort, toil, trouble",[VI cần duyệt] labour; [VI cần duyệt] effort; [VI cần duyệt] toil; rắc rối
N1,n1_tanos_3249,碌な,ろくな,"satisfactory, decent",[VI cần duyệt] satisfactory; [VI cần duyệt] decent
N1,n1_tanos_3250,碌に,ろくに,"well, enough, sufficient",[VI cần duyệt] well; [VI cần duyệt] enough; [VI cần duyệt] sufficient
N1,n1_tanos_3251,露骨,ろこつ,"1. frank, blunt, plain, outspoken, 2. conspicuous, open, 3. broad, suggestive",[VI cần duyệt] 1. frank; [VI cần duyệt] blunt; [VI cần duyệt] plain; [VI cần duyệt] outspoken; [VI cần duyệt] 2. conspicuous; [VI cần duyệt] open; [VI cần duyệt] 3. broad; [VI cần duyệt] suggestive
N1,n1_tanos_3253,論理,ろんり,logic,[VI cần duyệt] logic
N1,n1_tanos_3254,和,わ,"sum, harmony, peace",[VI cần duyệt] sum; [VI cần duyệt] harmony; [VI cần duyệt] peace
N1,n1_tanos_3255,我がまま,わがまま,"selfishness, egoism, wilfulness, disobedience, whim",[VI cần duyệt] selfishness; [VI cần duyệt] egoism; [VI cần duyệt] wilfulness; [VI cần duyệt] disobedience; [VI cần duyệt] whim
N1,n1_tanos_3256,枠,わく,"frame, slide",[VI cần duyệt] frame; [VI cần duyệt] slide
N1,n1_tanos_3257,惑星,わくせい,planet,[VI cần duyệt] planet
N1,n1_tanos_3258,技,わざ,"art, technique",[VI cần duyệt] art; [VI cần duyệt] technique
N1,n1_tanos_3259,態と,わざと,on purpose,[VI cần duyệt] on purpose
N1,n1_tanos_3260,態々,わざわざ,"expressly, specially, doing something especially rather than incidentally",[VI cần duyệt] expressly; [VI cần duyệt] specially; [VI cần duyệt] doing something especially rather than incidentally
N1,n1_tanos_3261,煩わしい,わずらわしい,"troublesome, annoying, complicated",[VI cần duyệt] troublesome; [VI cần duyệt] annoying; [VI cần duyệt] complicated
N1,n1_tanos_3262,渡り鳥,わたりどり,"migratory bird, bird of passage",[VI cần duyệt] migratory bird; [VI cần duyệt] bird of passage
N1,n1_tanos_3263,詫び,わび,apology,[VI cần duyệt] apology
N1,n1_tanos_3264,和風,わふう,Japanese style,[VI cần duyệt] Japanese style
N1,n1_tanos_3265,和文,わぶん,"Japanese text, sentence in Japanese",[VI cần duyệt] Japanese text; [VI cần duyệt] sentence in Japanese
N1,n1_tanos_3266,藁,わら,straw,[VI cần duyệt] straw
N1,n1_tanos_3267,割合に,わりあいに,comparatively,[VI cần duyệt] comparatively
N1,n1_tanos_3268,割り当て,わりあて,"allotment, assignment, allocation, quota, rationing",[VI cần duyệt] allotment; [VI cần duyệt] assignment; [VI cần duyệt] allocation; [VI cần duyệt] quota; [VI cần duyệt] rationing
N1,n1_tanos_3269,割り込む,わりこむ,"to cut in, to thrust oneself into, to wedge oneself in, to muscle in on, to interrupt, to disturb",[VI cần duyệt] to cut in; [VI cần duyệt] to thrust oneself into; [VI cần duyệt] to wedge oneself in; [VI cần duyệt] to muscle in on; [VI cần duyệt] to interrupt; [VI cần duyệt] to disturb
N1,n1_tanos_3270,割り算,わりざん,division,[VI cần duyệt] division
N1,n1_tanos_3271,割引き,わりびき,"discount, reduction, rebate, tenths discounted",[VI cần duyệt] discount; sự giảm bớt; [VI cần duyệt] rebate; [VI cần duyệt] tenths discounted
N1,n1_tanos_3272,悪者,わるもの,"bad fellow, rascal, ruffian, scoundrel",[VI cần duyệt] bad fellow; [VI cần duyệt] rascal; [VI cần duyệt] ruffian; [VI cần duyệt] scoundrel
N1,n1_tanos_3274,アクセル,アクセル,accelerator,[VI cần duyệt] accelerator
N1,n1_tanos_3275,アップ,アップ,up,[VI cần duyệt] up
N1,n1_tanos_3276,アプローチ,アプローチ,approach,[VI cần duyệt] approach
